model,price,transmission,mileage,fuelType,tax,mpg,engineSize,carAge
2,9.022925868116218,1,79283,0,20,68.9,2.0,6
2,9.046644279305394,1,95856,0,0,83.1,1.6,4
3,9.178849704884811,1,80950,0,30,64.2,2.0,5
2,9.348100311680668,1,28000,0,0,83.1,1.6,4
2,9.545168400484906,2,57000,0,145,72.4,1.6,3
25,8.698681067461614,1,77000,2,300,36.2,2.0,11
9,10.387270805190235,0,2700,2,145,31.4,2.0,0
10,9.975808214115753,0,26500,0,200,47.1,2.0,4
8,10.182784568453469,1,975,2,145,43.5,1.5,1
0,9.305650551780507,1,45551,0,0,80.7,1.6,5
11,9.90323752128092,0,66000,0,300,38.2,3.0,6
10,9.680281499268713,0,50000,0,195,47.1,2.0,8
5,9.725795264125836,1,47796,0,30,61.4,2.0,4
10,10.21982996548112,2,24000,0,145,56.5,2.0,2
3,10.239674034047525,2,17098,2,145,42.8,2.0,2
0,9.726153537253213,1,22069,2,200,40.4,2.0,3
5,9.708080756193517,1,34000,0,30,64.2,2.0,4
3,9.949893925350283,1,13412,2,145,51.4,1.4,2
19,10.144471021978669,1,21000,2,145,39.8,2.0,3
0,9.471935109664646,1,27000,2,30,55.4,1.4,4
0,9.304741047397666,1,61012,0,150,76.4,1.6,2
4,9.452737380212278,0,58953,0,125,58.9,2.0,6
2,9.468851067127684,1,27519,0,20,70.6,1.6,4
0,9.429475901892854,1,32000,2,30,56.5,1.4,4
0,9.468851067127684,1,23100,2,30,55.4,1.4,4
9,10.19802109993701,1,2772,2,150,39.8,1.5,1
2,10.0190458931704,0,22494,0,150,56.5,2.0,2
3,9.602382459752207,1,45500,0,20,68.9,2.0,3
2,7.5883236773352225,1,104000,2,240,38.1,2.0,15
23,10.051692017185845,0,37306,0,265,41.5,3.0,5
2,9.546098067659527,1,11800,0,145,70.6,2.0,3
2,9.3492323708428,1,58409,2,125,53.3,1.4,6
0,9.258177701390343,1,42347,0,0,74.3,1.6,5
3,9.304741047397666,1,57395,2,125,53.3,1.4,4
2,9.662307313735766,1,38670,0,125,57.6,2.0,4
10,9.51708950714519,1,40316,0,200,43.5,2.0,8
2,9.303557453687317,1,60000,0,20,68.9,2.0,5
9,9.348100311680668,1,73000,0,145,54.3,2.0,7
10,9.283590833715776,0,92600,0,265,40.4,2.0,9
10,9.740380214665977,0,42427,0,200,47.1,2.0,6
2,9.046644279305394,1,59305,0,20,67.3,2.0,7
3,9.85166780380633,1,18867,0,145,62.8,2.0,2
0,9.248599084093273,1,20639,2,0,67.3,1.0,5
5,9.432683603119623,1,38854,0,30,62.8,2.0,6
9,9.304741047397666,1,62926,0,160,49.6,2.0,6
10,10.239781201782993,0,14475,0,145,40.4,2.0,3
19,9.902987427494446,0,37150,2,200,39.8,2.0,5
14,10.645186773678239,0,4550,2,150,29.7,2.5,1
6,9.902236770634476,0,58732,0,235,44.8,3.0,6
5,9.81328928461798,2,64919,0,125,58.9,2.0,4
2,9.546455401949554,1,41354,2,125,52.3,1.4,5
9,10.085600754292345,1,6422,2,145,40.9,1.5,1
8,9.825255704266555,1,18554,0,145,74.3,1.6,2
0,9.457200449907708,0,8764,2,30,57.6,1.4,4
3,9.95227771670556,0,11750,2,145,49.6,1.4,3
0,9.259130536145614,0,24913,2,20,60.1,1.4,7
9,9.740968623038354,1,31638,2,125,51.4,1.4,3
2,9.258654232254733,1,59800,0,0,74.3,1.6,4
2,9.305195902988862,1,94806,0,30,65.7,2.0,5
3,9.5450252980233,1,36790,0,30,61.4,2.0,6
11,9.997660722553377,0,47522,0,300,38.2,3.0,6
2,9.5450252980233,2,66269,0,125,57.6,2.0,5
2,9.530610634021116,2,34987,2,20,60.1,1.4,5
2,9.189627330378642,1,91395,0,20,68.9,2.0,6
10,9.90098442231801,1,32673,0,200,47.9,2.0,4
0,9.32143441948177,1,37746,2,30,55.4,1.4,3
0,9.336973022909548,1,27673,2,0,67.3,1.0,4
0,9.546812608597396,1,20521,2,150,47.9,1.0,2
0,9.305195902988862,1,27897,2,30,55.4,1.4,5
4,9.709599359370708,1,30748,0,145,54.3,2.0,4
2,9.635608107380527,1,15011,2,20,60.1,1.4,4
2,9.72913416539135,1,31524,2,30,60.1,1.4,4
5,9.830916859701293,1,29486,0,30,61.4,2.0,4
10,10.340128278112742,2,6150,0,145,39.2,2.0,1
0,9.468851067127684,1,19500,2,150,57.7,1.4,2
5,11.00126616045566,0,22000,2,145,29.4,4.0,2
3,8.410720946905721,1,146604,0,160,51.4,2.0,12
3,9.632334782035558,1,27578,2,145,51.4,1.4,3
3,9.679718805828,0,41000,0,20,67.3,2.0,4
3,9.825526011066415,0,25782,0,145,72.4,2.0,3
2,8.874867635688053,1,49000,2,145,47.1,1.6,8
9,10.19241884438834,1,1700,2,150,40.9,1.5,0
0,9.679718805828,1,16400,2,30,56.5,1.4,3
25,10.308952660644293,0,2500,2,150,40.9,2.0,0
2,9.392245175273795,1,59451,0,20,67.3,2.0,7
5,9.680031452383618,1,43404,0,30,64.2,2.0,4
0,9.305650551780507,1,27153,2,0,67.3,1.0,3
2,9.259130536145614,1,27426,0,0,74.3,1.6,5
4,9.51044496442652,1,33430,0,30,60.1,2.0,5
0,9.517825071724143,1,28595,2,30,55.4,1.4,4
9,9.903487552536127,0,21981,2,145,47.9,1.4,3
4,9.814656338829513,0,29084,0,235,42.8,3.0,5
2,9.615805480084347,1,41047,0,30,65.7,2.0,4
2,9.433483923290392,1,37998,0,20,70.6,1.6,4
3,10.010097287594386,0,7000,0,145,50.4,2.0,1
11,9.90098442231801,0,79000,0,300,38.2,3.0,7
9,9.998797732340453,0,18000,2,150,42.2,2.0,3
10,10.46310334047155,0,6700,0,150,38.2,2.0,1
9,9.711115659888671,1,27500,2,150,51.4,1.4,3
2,9.531698970787348,1,47041,0,20,65.7,2.0,3
8,10.124629101179664,2,789,0,145,47.9,1.6,0
10,9.785548254671442,0,96753,0,265,41.5,3.0,6
5,9.872770579874068,2,27764,0,30,61.4,2.0,4
9,9.10219821335648,1,77120,0,150,54.3,2.0,7
0,9.305650551780507,1,39151,0,0,76.3,1.6,4
4,9.350102314351341,1,46197,0,30,61.4,2.0,7
0,9.546812608597396,0,12942,0,20,72.4,1.6,4
9,9.830916859701293,1,26325,0,150,52.3,2.0,4
2,9.546812608597396,1,34668,0,150,68.9,1.6,3
2,9.717157974344635,1,16793,0,20,65.7,2.0,4
5,9.099408811268901,0,116000,0,200,47.1,3.0,9
16,10.163926888594034,0,66000,2,555,26.9,4.2,5
3,9.838949031398556,1,14000,2,145,51.4,1.4,2
5,9.95227771670556,2,44000,0,145,61.4,2.0,3
19,9.769956159911606,2,63000,2,200,40.9,2.0,6
3,9.679718805828,2,82000,0,30,62.8,2.0,4
2,9.525151111816216,1,49000,2,20,60.1,1.4,6
3,9.612466578818832,1,22000,2,145,51.4,1.4,4
25,9.235032984566555,1,80000,0,145,53.3,2.0,9
9,9.680344001221918,1,41381,2,125,51.4,1.4,3
9,9.798127036878302,1,21000,0,150,57.7,2.0,3
5,9.85166780380633,0,41000,0,30,61.4,2.0,4
8,10.106428396532818,0,10681,2,150,44.8,2.0,3
5,9.998797732340453,0,16000,2,150,42.2,2.0,2
19,9.996522418503318,0,60000,2,205,40.9,2.0,4
0,9.380083146563278,1,41000,2,30,55.4,1.4,5
2,8.779557455883728,1,74000,0,20,68.9,1.6,9
0,9.103868127465667,1,70000,0,0,74.3,1.6,7
3,9.528794103094718,1,47000,0,20,72.4,2.0,4
0,9.328123407632566,1,23000,2,0,67.3,1.0,4
0,9.51044496442652,1,16000,2,150,67.3,1.0,2
3,9.680281499268713,0,56000,0,30,67.3,2.0,4
2,9.564512185696797,1,46000,2,20,60.1,1.4,4
2,9.471935109664646,1,51000,0,20,72.4,1.6,4
5,9.902987427494446,0,29000,0,145,61.4,2.0,3
2,9.951801412814678,0,40000,2,160,44.1,2.0,4
2,9.258177701390343,1,43000,2,30,58.9,1.4,5
0,9.046644279305394,1,27000,2,0,67.3,1.0,4
2,8.852235835227855,1,84000,0,20,68.9,2.0,5
0,8.778017809698136,1,80000,0,20,68.9,2.0,6
3,9.3492323708428,0,54000,0,0,72.4,2.0,4
0,9.287301413112312,1,46000,2,0,67.3,1.0,4
0,9.471935109664646,1,21000,2,30,55.4,1.4,5
2,9.148464968258095,1,66000,0,20,68.9,2.0,5
3,9.647949933410914,1,31000,0,30,64.2,2.0,4
3,9.798071479779479,1,17000,2,145,51.4,1.4,3
3,9.605755144230846,1,49000,0,30,64.2,2.0,4
0,9.367344120785848,1,16000,2,30,55.4,1.4,5
3,9.471935109664646,1,45000,0,0,74.3,2.0,4
3,9.2093398716426,1,77000,0,30,62.8,2.0,6
9,9.509703949201802,1,32000,0,30,61.4,2.0,4
6,9.740380214665977,0,57000,0,200,48.7,3.0,6
7,9.79757132694458,0,70000,0,200,47.9,3.0,4
3,9.85166780380633,0,60000,0,145,64.2,2.0,3
5,9.79757132694458,1,30000,0,145,61.4,2.0,3
10,9.902987427494446,0,43000,0,200,45.6,3.0,5
0,8.921324076511265,1,37000,0,0,80.7,1.6,5
2,9.39182824802156,0,43000,2,20,60.1,1.4,5
6,9.998343083548807,1,47000,0,160,52.3,3.0,5
2,9.710509415553645,1,24000,0,30,67.3,1.6,3
5,9.546098067659527,1,25000,0,30,65.7,2.0,5
25,9.710509415553645,1,25000,0,30,62.8,2.0,4
4,9.647949933410914,0,50000,0,145,54.3,2.0,5
2,9.046644279305394,1,40000,0,20,68.9,2.0,5
2,9.103868127465667,1,42000,0,20,68.9,2.0,5
10,9.615138591096644,1,55000,0,200,47.9,2.0,5
5,9.581214035314728,0,63000,0,200,47.9,3.0,6
3,8.852235835227855,0,89000,0,125,58.9,2.0,7
0,8.697846691109495,1,78000,0,0,74.3,1.6,6
5,9.902987427494446,0,42000,0,145,54.3,3.0,4
3,9.509703949201802,1,49000,0,0,74.3,2.0,4
0,9.046644279305394,1,63000,0,145,76.3,1.6,3
2,9.258177701390343,1,33000,0,20,70.6,1.6,4
25,9.769384568012647,1,19000,2,145,47.1,1.8,4
5,9.453286550586572,1,70000,0,125,57.6,2.0,7
3,9.546098067659527,1,60000,0,145,68.9,2.0,3
0,8.697846691109495,1,80000,0,0,74.3,1.6,8
6,9.740380214665977,0,31000,0,125,58.9,3.0,5
4,9.679718805828,1,31000,0,125,57.6,2.0,5
25,9.710509415553645,1,33000,2,145,47.1,2.0,5
2,9.647949933410914,0,42000,2,30,58.9,1.4,4
3,8.98594603876032,0,81000,0,125,58.9,2.0,7
0,9.2093398716426,1,38000,0,0,80.7,1.6,5
0,9.046644279305394,1,29000,0,0,76.3,1.6,4
5,9.304741047397666,1,70000,0,30,65.7,2.0,5
2,9.39182824802156,1,51000,0,30,67.3,1.6,5
4,9.769384568012647,1,28000,0,145,67.3,2.0,3
5,9.581214035314728,0,68000,0,20,64.2,2.0,4
4,9.546098067659527,1,55000,0,145,53.3,2.0,5
25,9.710509415553645,0,46000,2,160,44.1,2.0,5
9,9.258177701390343,1,47000,0,160,49.6,2.0,6
0,9.103868127465667,1,24000,2,30,57.6,1.4,4
3,8.852235835227855,0,87000,2,145,47.1,2.0,8
25,9.769384568012647,0,25000,2,200,42.8,2.0,5
2,8.515191188745565,1,94000,2,200,40.9,1.6,10
2,8.921324076511265,1,44000,0,0,74.3,1.6,6
3,9.3492323708428,1,52000,0,30,61.4,2.0,6
2,9.546098067659527,1,39000,2,30,57.6,1.4,5
0,9.157993891603974,1,35000,2,30,56.5,1.4,5
0,8.778017809698136,1,69000,0,0,74.3,1.6,7
3,9.158941808890182,1,49792,0,30,64.2,2.0,6
0,9.39182824802156,1,43000,2,30,58.9,1.4,4
25,9.39182824802156,1,83000,0,30,62.8,2.0,4
5,10.165467127635536,0,18000,0,145,47.9,2.0,1
2,9.432683603119623,1,59000,0,20,67.3,2.0,5
3,9.39182824802156,1,70000,0,20,70.6,2.0,4
5,9.740380214665977,0,34000,0,30,61.4,2.0,4
9,9.708019964072157,0,23855,2,145,47.9,1.4,4
4,9.74090979777877,0,48437,2,300,34.9,3.0,7
0,9.546741177474825,0,10104,2,30,57.6,1.4,4
2,9.249464926660233,1,67277,0,0,74.3,1.6,4
4,9.461099090323366,1,95000,0,30,61.4,2.0,6
3,9.159047077588632,1,62000,0,30,65.7,2.0,8
11,9.951801412814678,0,74000,0,300,38.2,3.0,5
2,9.902987427494446,0,31000,2,200,40.4,2.0,5
3,9.65975856761281,1,24828,2,125,49.6,2.0,4
10,9.902236770634476,0,29808,0,200,47.1,2.0,4
0,9.400630098419315,1,28974,2,30,56.5,1.4,5
8,9.844798556187449,1,12343,2,145,50.4,1.4,3
5,9.85214162518454,0,35784,0,30,61.4,3.0,4
5,9.903437551286085,0,33881,0,30,61.4,2.0,4
4,10.043206015705211,0,11744,0,145,61.4,2.0,2
9,9.680281499268713,1,33439,0,30,62.8,2.0,4
0,9.190035618635818,1,56637,0,0,76.3,1.6,4
5,9.903437551286085,0,46317,0,145,58.9,2.0,3
3,9.700207901150696,0,31209,0,145,70.6,2.0,3
2,9.510370887608827,1,26203,2,20,60.1,1.0,4
9,9.598930562859502,1,69629,0,30,60.1,2.0,4
0,9.325898712610455,0,37553,2,30,57.6,1.4,5
5,9.760540543216194,0,62118,0,145,56.5,2.0,4
3,9.682591473762397,0,41982,0,145,70.6,2.0,3
0,9.794509389966382,1,36472,2,145,40.4,2.0,3
2,9.304741047397666,0,70000,2,30,57.6,1.4,5
2,8.852235835227855,1,79000,0,20,70.6,1.6,5
2,9.103868127465667,1,49000,0,0,83.1,1.6,5
4,9.432683603119623,0,54000,2,160,39.2,2.0,7
11,9.902987427494446,0,48000,0,300,38.2,3.0,7
11,10.274706221915702,0,53000,0,200,47.9,3.0,4
2,9.304741047397666,1,37000,0,0,74.3,1.6,5
0,9.325185763645223,1,54802,2,30,55.4,1.4,5
2,9.136047767394327,1,52561,0,20,68.9,2.0,6
25,9.610390847382849,1,37352,0,30,62.8,2.0,4
3,9.814820259819962,0,31817,0,30,65.7,2.0,4
0,9.37940781309172,1,41427,0,0,76.3,1.6,3
3,9.429797135432397,1,27403,2,125,53.3,1.4,4
0,9.104868739033948,1,40572,2,125,53.3,1.4,8
9,10.010052342764158,0,21236,2,200,42.2,2.0,3
9,9.708019964072157,1,33952,2,125,51.4,1.4,3
9,9.769899015421748,0,34692,2,145,47.9,1.4,3
10,9.975808214115753,0,57924,0,260,41.5,3.0,6
2,9.903437551286085,0,26670,2,200,40.9,2.0,5
9,9.664532150174582,1,41767,2,145,51.4,1.4,3
4,9.775597361230211,1,44934,0,30,67.3,2.0,3
2,9.3180281773931,1,55000,0,20,68.9,2.0,6
3,10.06475570013225,1,703,2,145,39.2,2.0,1
0,9.35452729228868,1,23078,2,145,57.6,1.4,3
25,9.615138591096644,1,36000,0,20,67.3,2.0,5
2,9.2093398716426,1,49000,0,20,68.9,2.0,6
11,9.615138591096644,0,87000,0,300,38.2,3.0,8
2,9.798071479779479,0,36521,0,145,62.8,2.0,3
5,9.148358579620302,0,84765,0,145,56.5,2.0,8
0,9.239802082125802,1,31239,0,0,80.7,1.6,5
4,9.611730522042317,0,61346,0,160,49.6,3.0,6
3,9.581903928408666,1,25634,2,145,51.4,1.4,4
3,9.711115659888671,1,30000,0,20,70.6,2.0,4
25,9.301094735244646,1,45000,0,145,53.3,2.0,8
3,9.726153537253213,1,10000,2,145,52.3,1.4,3
0,9.612466578818832,1,11000,2,30,58.9,1.4,3
3,9.384209641955154,1,35762,0,30,65.7,2.0,5
2,9.350015354048665,0,29098,0,20,70.6,1.6,5
9,9.57838048699361,1,23484,0,30,61.4,2.0,4
2,9.711055051991444,1,21865,2,30,58.9,1.4,3
2,9.181117513299279,1,60901,0,20,68.9,2.0,4
5,9.9281801651265,0,26704,0,30,61.4,2.0,4
0,9.392578591964389,1,23221,2,0,67.3,1.0,3
2,9.758403975346978,1,17982,2,145,58.9,1.4,3
2,9.046644279305394,1,80000,0,30,67.3,2.0,4
3,8.98594603876032,1,88000,0,30,62.8,2.0,8
4,9.2093398716426,0,88000,0,125,58.9,2.0,6
4,9.39182824802156,1,48000,0,125,57.6,2.0,6
9,9.2093398716426,1,58000,0,145,54.3,2.0,6
0,8.98594603876032,1,31000,0,0,80.7,1.6,5
3,9.39182824802156,1,36000,2,145,51.4,1.4,4
9,9.798127036878302,0,33124,0,160,50.4,2.0,4
3,8.37793112408273,1,91748,0,160,51.4,2.0,12
2,9.417354541360508,0,48097,2,30,58.9,1.4,4
25,9.60911649193355,1,34889,0,30,62.8,2.0,5
2,9.51044496442652,1,30579,0,145,70.6,1.6,3
2,9.820105943597078,0,16478,2,145,56.5,1.5,2
0,9.18039649560311,1,49347,2,30,55.4,1.4,4
4,9.61573881119536,0,57141,0,125,58.9,2.0,5
5,9.332469505209247,0,87567,0,145,56.5,2.0,7
8,10.043206015705211,0,12210,2,145,52.3,1.4,2
25,9.769899015421748,1,20153,0,30,62.8,2.0,3
9,9.367258647047601,1,36954,0,145,54.3,2.0,7
6,9.60904937558734,0,75775,0,200,47.9,3.0,7
25,9.711055051991444,1,44871,0,30,62.8,2.0,4
3,9.433403920090221,1,31879,0,30,65.7,2.0,5
0,9.358846580275406,1,36278,2,30,56.5,1.4,4
3,9.148358579620302,1,48261,0,30,64.2,2.0,7
10,9.898424758193666,0,46113,0,200,47.1,2.0,4
8,9.71709773156622,1,19019,2,125,52.3,1.4,4
11,10.341710224882465,0,30296,0,200,47.9,3.0,5
2,9.388402871849754,1,38004,0,20,68.9,2.0,4
3,9.711055051991444,1,28669,0,0,74.3,2.0,4
2,9.998797732340453,0,17008,2,200,40.9,2.0,4
0,9.417354541360508,1,22110,2,30,55.4,1.4,3
2,9.287301413112312,1,52146,0,0,83.1,1.6,5
0,9.495519314209846,1,34176,2,30,56.5,1.4,5
2,9.680344001221918,1,33136,2,30,60.1,1.4,4
9,9.88837391472608,0,19563,0,160,50.4,2.0,5
0,9.392661928770137,1,35441,0,0,80.7,1.6,5
25,9.710145492458707,1,23641,2,145,47.1,1.8,3
0,9.35296777022594,1,16630,2,30,55.4,1.4,4
2,9.01724094201035,1,86092,0,0,74.3,1.6,6
7,9.50576737487541,0,70894,0,235,44.1,3.0,8
3,9.581834960513193,0,29923,0,200,47.1,2.0,7
10,9.814601692527686,1,23221,0,160,49.6,2.0,3
2,9.729074639810214,1,22633,2,30,58.9,1.4,4
2,9.31461029315198,1,20997,0,20,68.9,2.0,5
9,9.28720881623276,1,42800,0,145,54.3,2.0,7
9,9.433403920090221,1,46621,0,145,54.3,2.0,6
0,9.104868739033948,1,41183,2,0,67.3,1.0,5
0,9.268514936027255,1,33723,2,0,67.3,1.0,3
5,9.581834960513193,0,45295,0,30,64.2,2.0,6
2,9.367258647047601,0,37274,0,30,64.2,2.0,7
6,9.85214162518454,0,56670,0,125,61.4,3.0,4
0,9.020994200245264,1,56700,0,20,68.9,2.0,8
2,9.664532150174582,1,25599,2,30,55.4,1.4,4
2,9.047703788498627,1,32379,0,0,74.3,1.6,6
3,9.57491403870827,1,40169,0,0,72.4,2.0,4
9,9.413199579987685,1,54775,0,30,61.4,2.0,5
25,9.680344001221918,1,43724,0,20,67.3,2.0,5
9,9.841558955913962,0,44900,0,160,50.4,2.0,4
4,9.409109260148737,0,62675,0,125,57.6,3.0,6
5,9.723163998404846,1,28952,0,30,64.2,2.0,4
6,9.47262771040802,0,64675,0,145,55.4,3.0,9
2,10.416281238396817,0,4031,2,145,34.9,2.0,1
3,9.781263419790754,1,28078,2,145,51.4,1.4,3
3,9.654962088618868,0,28958,0,20,70.6,2.0,4
2,9.093694189856862,1,62090,0,20,67.3,2.0,7
25,9.72609383397847,1,32354,0,30,62.8,2.0,4
11,10.357711078278063,0,50514,0,200,47.9,3.0,4
0,8.878358040627822,1,65627,0,0,74.3,1.6,8
5,9.655026193237628,0,49462,0,30,61.4,2.0,4
10,9.82547195555139,1,33233,0,200,47.9,2.0,5
4,9.878118461185586,1,22309,0,145,56.5,2.0,4
0,9.233373071086755,1,40172,2,0,67.3,1.0,4
4,9.952230096524119,1,11587,0,145,67.3,2.0,3
7,9.636653312597184,0,43903,0,235,44.1,3.0,7
10,9.375430991841775,1,66229,0,200,42.1,2.0,9
2,9.546741177474825,1,19811,0,145,70.6,1.6,2
0,8.961750799330497,1,35138,2,125,53.3,1.4,7
25,9.63554274576738,1,39803,2,145,47.1,1.8,4
25,9.63554274576738,1,30814,2,145,47.1,1.8,4
25,10.012297113393403,1,19978,2,235,38.7,2.0,5
2,9.47262771040802,1,32842,0,30,67.3,1.6,5
2,9.61573881119536,0,12396,2,30,58.9,1.4,4
0,9.57491403870827,1,6605,2,145,55.4,1.4,2
10,10.106387579373278,0,40510,0,235,42.8,3.0,5
10,10.223721516281632,0,15123,0,145,55.4,2.0,2
25,9.71709773156622,1,28064,2,145,47.1,1.8,4
5,9.47262771040802,0,77019,0,145,47.9,2.0,4
2,9.332469505209247,0,60438,0,30,62.8,2.0,5
0,9.13356731317027,1,43157,0,0,74.3,1.6,7
2,9.661352295040318,1,30154,0,20,65.7,2.0,4
3,9.71709773156622,0,36715,0,145,70.6,2.0,3
2,9.435801236245553,0,50992,2,30,58.9,1.4,4
10,9.477539085486564,1,83855,0,160,50.4,2.0,5
2,9.352707613263105,1,28255,0,0,83.1,1.6,5
2,8.85352256068954,1,82293,0,30,64.2,2.0,8
5,9.798071479779479,0,36000,0,125,58.9,3.0,5
3,9.21024036697585,1,53764,0,125,60.1,2.0,7
3,9.088172738001974,1,65349,0,30,61.4,2.0,9
5,9.041921720351219,1,42000,0,160,49.6,2.0,10
0,9.296426320889312,1,21131,0,0,80.7,1.6,5
0,9.294589604421082,1,20912,2,30,55.4,1.4,5
9,9.535968306842717,1,46553,0,30,61.4,2.0,4
4,9.808572294739841,1,40858,0,20,68.9,2.0,3
8,9.65046452256919,1,50841,0,145,64.2,1.6,3
2,9.867860374892977,0,42248,2,200,39.8,2.0,5
0,9.628984915196462,1,42991,2,235,39.8,2.0,4
8,9.801011760946892,1,34000,2,145,50.4,1.4,3
8,9.74090979777877,1,33636,0,30,61.4,1.6,3
3,9.809396629136533,0,32155,0,20,67.3,2.0,3
2,9.194109358865765,1,37402,0,20,68.9,2.0,5
3,9.9281801651265,1,6026,2,145,39.2,2.0,1
4,9.43220310339067,0,59468,0,235,42.8,3.0,9
0,9.10719961305667,0,56767,2,125,53.3,1.4,8
3,9.825255704266555,0,41112,0,145,62.8,2.0,3
0,9.648530784697051,1,42670,2,235,39.8,2.0,5
3,9.560645068907071,1,44703,0,0,74.3,2.0,4
2,9.305559638557117,1,64753,0,20,70.6,2.0,4
6,9.344871264933788,0,63119,0,145,53.3,3.0,9
9,9.605081516721372,1,49987,2,150,47.9,1.4,6
4,9.76652169746297,0,34589,0,145,56.5,2.0,5
3,9.676586952344206,1,57583,0,30,62.8,2.0,4
0,9.256269303864583,1,52902,2,30,58.9,1.4,5
3,9.431081038674082,1,85945,0,30,64.2,2.0,4
11,10.163541457870435,0,97420,0,200,47.9,3.0,4
2,9.444621667700849,0,56508,0,125,58.9,2.0,6
0,8.823206220552741,1,64446,0,0,74.3,1.6,8
4,9.615071877730596,0,57099,0,125,58.9,2.0,6
5,9.43747594455993,0,64561,0,20,64.2,2.0,4
2,9.468078568054892,0,58972,2,30,57.6,1.4,5
6,9.605081516721372,0,69743,0,200,47.9,3.0,6
23,9.794788135612787,0,95012,0,260,41.5,3.0,7
2,9.019179866515024,1,87661,0,20,70.6,1.6,5
2,8.452974619089586,0,28477,2,305,36.2,1.6,16
9,9.667132107249687,1,30865,0,30,60.1,2.0,4
3,9.757883578677337,0,30364,0,20,67.3,2.0,3
2,9.046644279305394,1,57912,0,20,67.3,2.0,7
8,9.794286337492364,1,9566,2,145,52.3,1.4,2
2,9.678467241209058,1,30584,2,145,60.1,1.4,3
0,9.350015354048665,1,10301,2,0,67.3,1.0,4
5,9.98502145551739,0,34026,0,145,58.9,2.0,3
9,9.825526011066415,0,19126,2,145,47.9,1.4,4
9,9.798127036878302,0,42811,0,145,52.3,2.0,4
3,9.52507811645139,0,45188,0,0,72.4,2.0,4
9,9.85214162518454,0,25667,0,160,50.4,2.0,4
0,9.21024036697585,1,23758,0,0,80.7,1.6,5
10,9.82547195555139,1,37245,2,235,37.7,2.0,6
9,9.764168012286715,1,27214,0,160,49.6,2.0,4
8,9.913041765340939,1,8668,0,145,64.2,1.6,2
2,9.915910072534686,1,20587,2,200,40.4,2.0,4
2,9.878169744551839,1,6469,2,145,42.8,1.5,1
9,9.268514936027255,1,35577,2,235,38.7,2.0,9
0,9.323579767582693,1,32199,2,30,55.4,1.4,5
9,9.136693831807884,1,94547,2,235,38.7,2.0,8
10,8.984693690443855,1,88639,0,235,42.1,2.0,11
4,9.611797458686809,0,46374,0,125,58.9,2.0,5
19,9.900483043515829,1,20000,2,205,40.4,2.0,5
5,9.577757412446818,0,59000,0,150,55.4,2.0,7
3,9.676586952344206,0,76000,0,150,65.7,2.0,3
4,9.366489054466115,0,44681,0,125,58.9,2.0,7
2,9.601706555704846,0,37000,2,30,57.6,1.4,5
2,9.39182824802156,0,73822,0,125,57.6,2.0,6
3,9.432683603119623,1,65000,0,20,72.4,2.0,4
5,9.983684094530405,2,20000,0,150,56.5,2.0,3
0,9.156939595249067,1,33013,2,125,53.3,1.4,7
2,9.256269303864583,0,76000,0,30,62.8,2.0,4
2,9.364776725280601,1,63829,0,150,68.9,1.6,3
6,9.644716823578767,0,75016,0,200,47.9,3.0,7
0,9.189116735524555,1,40383,2,30,57.6,1.4,5
3,9.676586952344206,0,36000,0,20,67.3,2.0,4
2,9.613803477413674,1,44151,0,20,65.7,2.0,3
2,9.646657943567112,1,15649,2,145,42.2,1.5,1
25,8.84937050375457,1,90804,0,150,53.3,2.0,10
2,9.079092085366229,2,78699,0,20,72.4,1.6,6
0,9.205327830152639,1,54837,2,0,67.3,1.0,3
0,9.155884186180124,1,31478,0,0,80.7,1.6,5
11,9.84903136674007,0,60634,0,300,38.2,3.0,6
3,9.796458979777604,0,58394,0,30,62.8,3.0,4
0,9.305286849285137,1,36379,2,0,67.3,1.0,4
2,9.190035618635818,1,55522,0,20,68.9,2.0,5
5,9.672248823507559,1,41073,0,30,64.2,2.0,4
3,9.711055051991444,0,37089,0,30,64.2,2.0,4
4,9.155884186180124,1,111873,0,30,61.4,2.0,7
0,9.997433165378656,2,2000,2,150,40.9,2.0,1
3,9.532206456208034,1,52557,0,30,64.2,2.0,4
9,9.53892443574839,1,46491,0,30,61.4,2.0,4
25,8.698681067461614,0,93392,2,565,29.7,3.2,13
5,9.710509415553645,0,65766,0,30,61.4,2.0,4
3,9.823903073193286,0,42156,0,145,64.2,3.0,3
3,9.605081516721372,0,94175,0,30,61.4,2.0,4
5,9.822277497110585,0,73474,0,125,58.9,2.0,3
8,9.69523261371567,1,31827,0,145,64.2,1.6,3
8,9.676586952344206,1,21909,0,30,64.2,1.6,3
9,9.510370887608827,1,36882,0,30,61.4,2.0,4
0,9.190035618635818,1,47620,2,0,67.3,1.0,5
10,9.593559871137028,1,55411,0,200,47.9,2.0,5
0,9.103868127465667,1,40011,0,0,80.7,1.6,5
4,10.146041497370161,2,9988,0,145,50.4,2.0,1
2,8.00469951054955,1,117000,0,200,48.7,2.0,12
2,8.96098117384356,1,101000,0,0,74.3,1.6,5
2,9.126197603863755,1,103000,0,20,67.3,2.0,7
2,9.046879822823147,1,119000,0,20,68.9,2.0,6
5,9.456731590010083,0,109000,0,30,64.2,2.0,5
0,9.023890304598448,1,76975,0,20,68.9,2.0,8
3,9.332469505209247,1,77808,0,30,64.2,2.0,5
2,8.839131752546109,1,88394,0,125,60.1,2.0,8
